neighborhood_id,name,latitude,longitude,daily_orders,zone
N0905,Financial District #905,17.262088,78.499977,12,Cluster-5
N0906,Old Quarter #906,17.573225,78.418527,130,Cluster-6
N0907,Harbor View #907,17.517359,78.638241,200,Cluster-1
N0908,Green Hills #908,17.170942,78.412186,107,Cluster-2
N0909,North Gateway #909,17.242891,78.638646,152,Cluster-3
N0910,South Port #910,17.197345,78.684688,38,Cluster-4
N0911,East End #911,17.24215,78.452157,160,Cluster-5
N0912,West Industrial #912,17.569065,78.326054,104,Cluster-6
N0913,Riverside #913,17.48598,78.72356,133,Cluster-1
N0914,Lakeview #914,17.185874,78.380464,159,Cluster-2
N0915,Metro Hub #915,17.297946,78.684397,42,Cluster-3
N0916,Airport Road #916,17.242134,78.64235,166,Cluster-4
N0917,Grand Square #917,17.200337,78.466865,185,Cluster-5
N0918,Innovation Zone #918,17.578374,78.301963,199,Cluster-6
N0919,Sunrise Colony #919,17.440433,78.629208,150,Cluster-1
N0920,Midtown #920,17.152172,78.38622,63,Cluster-2
N0921,Downtown #921,17.257159,78.617465,30,Cluster-3
N0922,Market Central #922,17.24668,78.673016,69,Cluster-4
N0923,Tech Park #923,17.184425,78.496378,15,Cluster-5
N0924,Cyber City #924,17.494402,78.343584,126,Cluster-6
N0925,Financial District #925,17.443858,78.633534,90,Cluster-1
N0926,Old Quarter #926,17.120703,78.377373,36,Cluster-2
N0927,Harbor View #927,17.275906,78.614362,32,Cluster-3
N0928,Green Hills #928,17.195244,78.678025,101,Cluster-4
N0929,North Gateway #929,17.283764,78.487555,186,Cluster-5
N0930,South Port #930,17.583614,78.356194,63,Cluster-6
N0931,East End #931,17.474185,78.676234,185,Cluster-1
N0932,West Industrial #932,17.214234,78.399822,114,Cluster-2
N0933,Riverside #933,17.292951,78.639428,100,Cluster-3
N0934,Lakeview #934,17.277009,78.700006,164,Cluster-4
N0935,Metro Hub #935,17.234064,78.476421,140,Cluster-5
N0936,Airport Road #936,17.455589,78.410282,139,Cluster-6
N0937,Grand Square #937,17.475432,78.648577,25,Cluster-1
N0938,Innovation Zone #938,17.206726,78.44707,159,Cluster-2
N0939,Sunrise Colony #939,17.281823,78.660477,41,Cluster-3
N0940,Midtown #940,17.283713,78.682916,102,Cluster-4
N0941,Downtown #941,17.280701,78.471738,168,Cluster-5
N0942,Market Central #942,17.517018,78.313324,155,Cluster-6
N0943,Tech Park #943,17.454609,78.675118,145,Cluster-1
N0944,Cyber City #944,17.171815,78.373219,155,Cluster-2
N0945,Financial District #945,17.201074,78.631898,106,Cluster-3
N0946,Old Quarter #946,17.280789,78.699334,106,Cluster-4
N0947,Harbor View #947,17.238239,78.519605,139,Cluster-5
N0948,Green Hills #948,17.515688,78.391488,76,Cluster-6
N0949,North Gateway #949,17.481003,78.678427,77,Cluster-1
N0950,South Port #950,17.123524,78.304624,84,Cluster-2
N0951,East End #951,17.28066,78.597999,178,Cluster-3
N0952,West Industrial #952,17.270583,78.739536,100,Cluster-4
N0953,Riverside #953,17.268715,78.48455,32,Cluster-5
N0954,Lakeview #954,17.557727,78.426938,143,Cluster-6
N0955,Metro Hub #955,17.464669,78.726478,128,Cluster-1
N0956,Airport Road #956,17.196481,78.401198,124,Cluster-2
N0957,Grand Square #957,17.22374,78.625252,27,Cluster-3
N0958,Innovation Zone #958,17.21751,78.655706,154,Cluster-4
N0959,Sunrise Colony #959,17.21737,78.520085,73,Cluster-5
N0960,Midtown #960,17.48582,78.342782,198,Cluster-6
N0961,Downtown #961,17.475779,78.669028,135,Cluster-1
N0962,Market Central #962,17.165478,78.427651,121,Cluster-2
N0963,Tech Park #963,17.250597,78.68586,151,Cluster-3
N0964,Cyber City #964,17.208744,78.560659,195,Cluster-4
N0965,Financial District #965,17.243536,78.496984,66,Cluster-5
N0966,Old Quarter #966,17.57653,78.332879,174,Cluster-6
N0967,Harbor View #967,17.471934,78.642387,33,Cluster-1
N0968,Green Hills #968,17.200768,78.41933,155,Cluster-2
N0969,North Gateway #969,17.269336,78.60572,142,Cluster-3
N0970,South Port #970,17.255769,78.719743,165,Cluster-4
N0971,East End #971,17.272425,78.471327,165,Cluster-5
N0972,West Industrial #972,17.477876,78.370219,24,Cluster-6
N0973,Riverside #973,17.49524,78.69131,157,Cluster-1
N0974,Lakeview #974,17.159698,78.352146,52,Cluster-2
N0975,Metro Hub #975,17.28528,78.630459,78,Cluster-3
N0976,Airport Road #976,17.202241,78.637821,155,Cluster-4
N0977,Grand Square #977,17.259758,78.507495,182,Cluster-5
N0978,Innovation Zone #978,17.506342,78.386972,124,Cluster-6
N0979,Sunrise Colony #979,17.454363,78.638103,123,Cluster-1
N0980,Midtown #980,17.218998,78.373204,48,Cluster-2
N0981,Downtown #981,17.245258,78.702287,112,Cluster-3
N0982,Market Central #982,17.287957,78.678488,153,Cluster-4
N0983,Tech Park #983,17.192637,78.523115,181,Cluster-5
N0984,Cyber City #984,17.522872,78.348608,92,Cluster-6
N0985,Financial District #985,17.400997,78.747821,138,Cluster-1
N0986,Old Quarter #986,17.14054,78.43573,67,Cluster-2
N0987,Harbor View #987,17.265528,78.595603,195,Cluster-3
N0988,Green Hills #988,17.26616,78.636064,193,Cluster-4
N0989,North Gateway #989,17.210754,78.487166,118,Cluster-5
N0990,South Port #990,17.510463,78.33417,138,Cluster-6
N0991,East End #991,17.468116,78.700102,190,Cluster-1
N0992,West Industrial #992,17.22276,78.350313,43,Cluster-2
N0993,Riverside #993,17.251332,78.585547,108,Cluster-3
N0994,Lakeview #994,17.288716,78.711125,51,Cluster-4
N0995,Metro Hub #995,17.22791,78.54776,126,Cluster-5
N0996,Airport Road #996,17.502716,78.343722,155,Cluster-6
N0997,Grand Square #997,17.444528,78.680514,128,Cluster-1
N0998,Innovation Zone #998,17.196916,78.370754,14,Cluster-2
N0999,Sunrise Colony #999,17.279487,78.651755,29,Cluster-3
N1000,Midtown #1000,17.300373,78.641182,167,Cluster-4
